央视IPV4,#genre#
TVBS 精采台,http://38.207.161.225:5000/litv/4gtv-4gtv067
TVBS 台劇台,http://38.207.161.225:5000/4gtv/285
八大精彩台,http://38.207.161.225:5000/litv/4gtv-4gtv034
八大綜藝台,http://38.207.161.225:5000/litv/4gtv-4gtv039
三立新聞,http://38.207.161.225:5000/4gtv/229
三立綜合台,http://38.207.161.225:5000/4gtv/169
台視,http://38.207.161.225:5000/litv/4gtv-4gtv066
台視新聞台,http://38.207.161.225:5000/litv/4gtv-4gtv051
台視財經台,http://38.207.161.225:5000/litv/4gtv-4gtv056
博斯運動一台,http://38.207.161.225:5000/litv/litv-longturn07
博斯運動二台,http://38.207.161.225:5000/litv/litv-longturn08
博斯無限台,http://38.207.161.225:5000/litv/litv-longturn10
博斯無限二台,http://38.207.161.225:5000/litv/litv-longturn13
博斯網球台,http://38.207.161.225:5000/litv/litv-longturn09
博斯高球台,http://38.207.161.225:5000/litv/litv-longturn05
博斯高球二台,http://38.207.161.225:5000/litv/litv-longturn06
博斯魅力台,http://38.207.161.225:5000/litv/litv-longturn04
ELTA 娛樂台,http://38.207.161.225:5000/litv/4gtv-4gtv070
ELTA 生活旅遊,http://38.207.161.225:5000/4gtv/237
ELTA生活英語,http://38.207.161.225:5000/litv/litv-longturn20
東森新聞,http://38.207.161.225:5000/litv/4gtv-4gtv152
東森財經新聞,http://38.207.161.225:5000/litv/4gtv-4gtv153
非凡新聞台,http://38.207.161.225:5000/litv/4gtv-4gtv010
非凡商業台,http://38.207.161.225:5000/litv/4gtv-4gtv048
鏡電視新聞台,http://38.207.161.225:5000/litv/4gtv-4gtv075
CNBC Asia 財經台,http://38.207.161.225:5000/4gtv/235
亞洲旅遊台,http://38.207.161.225:5000/litv/litv-longturn17
GINX Esports TV,http://38.207.161.225:5000/litv/4gtv-4gtv053
TechStorm,http://38.207.161.225:5000/4gtv/181
時尚運動X,http://38.207.161.225:5000/4gtv/277
智林體育台,http://38.207.161.225:5000/litv/4gtv-4gtv101
TraceSports,http://38.207.161.225:5000/litv/4gtv-4gtv077
影迷數位紀實台,http://38.207.161.225:5000/4gtv/212
影迷數位電影台,http://38.207.161.225:5000/litv/4gtv-4gtv011
AMC 最愛電影,http://38.207.161.225:5000/litv/4gtv-4gtv017
CatchPlay 電影台,http://38.207.161.225:5000/litv/4gtv-4gtv076
My Cinema Europe HD 我的歐洲電影,http://38.207.161.225:5000/4gtv/176
公視戲劇台,http://38.207.161.225:5000/litv/4gtv-4gtv042
采昌影劇台,http://38.207.161.225:5000/litv/4gtv-4gtv049
台灣戲劇台,http://38.207.161.225:5000/litv/litv-longturn22
戲劇免費看 1台,http://38.207.161.225:5000/4gtv/270
戲劇免費看 2台,http://38.207.161.225:5000/4gtv/244
經典電影台,http://38.207.161.225:5000/4gtv/201
電影免費看 2台,http://38.207.161.225:5000/4gtv/245
電影原聲台 CMusic,http://38.207.161.225:5000/4gtv/218
花系列 經典劇場,http://38.207.161.225:5000/4gtv/279
CinemaWorld,http://38.207.161.225:5000/4gtv/225
HITS 頻道,http://38.207.161.225:5000/4gtv/186
Rock Action,http://38.207.161.225:5000/4gtv/180
Rock Entertainment,http://38.207.161.225:5000/4gtv/275
金光布袋戲,http://38.207.161.225:5000/4gtv/236
霹靂布袋戲,http://38.207.161.225:5000/4gtv/301
DreamWorks 夢工廠動畫,http://38.207.161.225:5000/4gtv/282
Nickelodeon,http://38.207.161.225:5000/4gtv/185
Nick Jr. 兒童頻道,http://38.207.161.225:5000/4gtv/219
i-Fun 動漫台,http://38.207.161.225:5000/litv/litv-ftv15
兒童卡通台,http://38.207.161.225:5000/4gtv/269
精選動漫台,http://38.207.161.225:5000/4gtv/204
經典卡通台,http://38.207.161.225:5000/4gtv/202
達文西頻道,http://38.207.161.225:5000/litv/4gtv-4gtv018
超人力霸王整套看,http://38.207.161.225:5000/4gtv/278
MOMO 親子台,http://38.207.161.225:5000/4gtv/231
LiveABC 互動英語台,http://38.207.161.225:5000/4gtv/188
Classica 古典樂,http://38.207.161.225:5000/litv/4gtv-4gtv059
Lifetime 娛樂頻道,http://38.207.161.225:5000/4gtv/217
MTV Live HD 音樂頻道,http://38.207.161.225:5000/4gtv/213
Mezzo Live,http://38.207.161.225:5000/litv/4gtv-4gtv083
豬哥亮歌廳秀,http://38.207.161.225:5000/litv/4gtv-4gtv006
Trace Urban,http://38.207.161.225:5000/litv/4gtv-4gtv082
Global Trekker,http://38.207.161.225:5000/4gtv/252
Globetrotter 環遊旅行家,http://38.207.161.225:5000/litv/4gtv-4gtv016
LUXE TV,http://38.207.161.225:5000/4gtv/175
Pet Club TV,http://38.207.161.225:5000/4gtv/182
TV5MONDE Style,http://38.207.161.225:5000/4gtv/178
車迷 TV,http://38.207.161.225:5000/4gtv/160
Love Nature,http://38.207.161.225:5000/4gtv/139
Fun 探索娛樂台,http://38.207.161.225:5000/4gtv/274
幸福空間居家台,http://38.207.161.225:5000/4gtv/168
Arirang TV,http://38.207.161.225:5000/litv/4gtv-4gtv079
Bloomberg TV,http://38.207.161.225:5000/4gtv/283
VOA 美國之音,http://38.207.161.225:5000/litv/litv-ftv03
DW德國之聲,http://38.207.161.225:5000/4gtv/226
SBN 全球財經台,http://38.207.161.225:5000/4gtv/224
半島國際新聞台,http://38.207.161.225:5000/litv/litv-ftv10
第1商業台,http://38.207.161.225:5000/litv/4gtv-4gtv104
History 歷史頻道,http://38.207.161.225:5000/4gtv/214
CI 罪案偵查頻道,http://38.207.161.225:5000/4gtv/215
Smart 知識台,http://38.207.161.225:5000/litv/litv-longturn19
視納華仁紀實頻道,http://38.207.161.225:5000/litv/4gtv-4gtv013
原住民族電視台,http://38.207.161.225:5000/4gtv/273
客家電視台,http://38.207.161.225:5000/litv/4gtv-4gtv043
滾動力 Rollor,http://38.207.161.225:5000/4gtv/249
好消息,http://38.207.161.225:5000/litv/litv-ftv16
好消息2台,http://38.207.161.225:5000/litv/litv-ftv17
大愛電視,http://38.207.161.225:5000/4gtv/209
大愛電視2,http://38.207.161.225:5000/4gtv/230
人間衛視,http://38.207.161.225:5000/4gtv/210
國會頻道1,http://38.207.161.225:5000/litv/4gtv-4gtv084
國會頻道2,http://38.207.161.225:5000/litv/4gtv-4gtv085
東森購物一台,http://38.207.161.225:5000/4gtv/173
東森購物二台,http://38.207.161.225:5000/4gtv/174
東森購物三台,http://38.207.161.225:5000/4gtv/287
東森購物四台,http://38.207.161.225:5000/4gtv/286

鳳凰衛視PhoenixTV,https://youtube.livednow.us.kg/youtube.php?id=HFib76ySpbU
TVBS NEWS,https://youtube.livednow.us.kg/youtube.php?id=2mCSYvcfhtc
TVBS NEWS,https://youtube.livednow.us.kg/youtube.php?id=m_dhMSvUCIc
三立LIVE新聞,https://youtube.livednow.us.kg/youtube.php?id=oZdzzvxTfUY
三立LIVE新聞,https://youtube.livednow.us.kg/youtube.php?id=FoBfXvlOR6I
鏡新聞,https://youtube.livednow.us.kg/youtube.php?id=5n0y6b0Q25o
台視新聞 TTV NEWS,https://youtube.livednow.us.kg/youtube.php?id=xL0ch83RAK8
中視新聞 HD直播頻道｜Taiwan CTV news HD Live,https://youtube.livednow.us.kg/youtube.php?id=TCnaIE_SAtM
中天電視,https://youtube.livednow.us.kg/youtube.php?id=oIgbl7t0S_w
CTI+ | 中天2台,https://youtube.livednow.us.kg/youtube.php?id=WPfPjbOLNfE
公視新聞網,https://youtube.livednow.us.kg/youtube.php?id=quwqlazU-c8
東森新聞 CH51,https://youtube.livednow.us.kg/youtube.php?id=E0zhe2gkXBs
57東森財經新聞,https://youtube.livednow.us.kg/youtube.php?id=WHEPzbFA3hw
寰宇新聞 頻道,https://youtube.livednow.us.kg/youtube.php?id=6IquAgfvYmc
民視新聞網 Formosa TV News network,https://youtube.livednow.us.kg/youtube.php?id=ylYJSBUgaMA
中視經典綜藝,https://youtube.livednow.us.kg/youtube.php?id=ADDSmXoPDY8
TBS NEWS DIG Powered by JNN,https://youtube.livednow.us.kg/youtube.php?id=ohI356mwBp8
ANNnewsCH,https://youtube.livednow.us.kg/youtube.php?id=coYw-eVU0Ks
LIVE NOW,https://youtube.livednow.us.kg/youtube.php?id=twhG7_jvA8g
JapaNews24,https://youtube.livednow.us.kg/youtube.php?id=coYw-eVU0Ks



晴天港澳台,#genre#
港台电视31,P2p://generationnexxxt.com:19806/c7cd517a9e5b44a9b6037c90f998627f
港台电视32,P2p://generationnexxxt.com:19806/8ef4a2b7bac54aba8b17dfd2071df91f
HOY TV,P2p://generationnexxxt.com:19806/532d47eca340456a814ba21cc5e68a52
﻿翡翠台(备),P2p://147.135.39.171:9906/66430d4f000d5d62b0b20b3f5bac56f2
TVB Plus,P2p://generationnexxxt.com:19806/faf51cf453a84400be019b14939e49f6
无线新闻台(备),P2p://147.135.39.171:9906/66141a3d000c7a12f94c49ad085f4fe9
TVB娱乐新闻台,P2p://generationnexxxt.com:19806/e77d39049c07479ab0ff57800c6e5b06
无线新闻台,P2p://147.135.39.171:9906/665fe3b70003d98a2157b5c1769244d0
PopC,P2p://generationnexxxt.com:19806/3ae0f859370b4f17baec42495be6f043
ViuTVsix,P2p://generationnexxxt.com:19806/b6f920891ad9473ca6f839df7616f580
ViuTV,P2p://generationnexxxt.com:19806/956aa1340cd5439689da84cff7a5eaae
凤凰中文台,P2p://generationnexxxt.com:19806/64e1ab2a000417167359b3ca0417008f
凤凰资讯台,P2p://generationnexxxt.com:19806/3f7b6ed02526445e89ce536992d04ef5
凤凰香港台,P2p://generationnexxxt.com:19806/51ed8623722a469f8caa15a0e12a6761
TVB星河,P2p://generationnexxxt.com:19806/e94f4c244af8464fb06eff4c9da250a6
澳门-MACAU,P2p://generationnexxxt.com:19806/b08e564af8cf49e2a0fadaf4978a04cf
澳门莲花,P2p://generationnexxxt.com:19806/cd6e7bcddc7c4e6ea2e6d7b6dfa03ae8
HKC 18,P2p://generationnexxxt.com:19806/e38b0ea6a9174a92bf7f30a36d4e0fe9
戏曲台,P2p://generationnexxxt.com:19806/131a3f2bbae740fc982903c576a97920
翡翠台,P2p://147.135.39.171:9906/66430d4f000a06ccb0b20a650b4b5d65
翡翠台(华丽台),P2p://generationnexxxt.com:19806/06940c129fd5442d9ecfa568fb42859f
千禧经典台,P2p://generationnexxxt.com:19806/b3069418cdff4c69bb544e4b1ff04d56
Thrill,P2p://generationnexxxt.com:19806/d20fff7aa7d64ab19d2a39da2970734a
明珠台,P2p://generationnexxxt.com:19806/066930b0d2764f05a9b8a0019efe82fe
now财经台,P2p://generationnexxxt.com:19806/f0dd1f92af2845c2abd2ff29aff2b8ca
美亚电影台(粤语),P2p://generationnexxxt.com:19806/81ea49b841454e1c901ac507f231a581
星空卫视,P2p://generationnexxxt.com:19806/e8fc863e98694c568c1abf29190c149c
18台,P2p://generationnexxxt.com:19806/2cd619b81446414fb605daa1e86bebd6
HOY资讯台,P2p://generationnexxxt.com:19806/f40dc92cdc224868b83be4156ec315dc
Hands Up,P2p://generationnexxxt.com:19806/7c21e515d5264c9fa21035456fd5024a
粤语片台,P2p://generationnexxxt.com:19806/3d6644cc478648c2952a8c69cb9fccf5
亚洲剧台,P2p://generationnexxxt.com:19806/08cc25f383fd45e8b063efb2b2708dbc
天映经典,P2p://generationnexxxt.com:19806/3496dc2c5dc1421c8c403eb9c475753e
天映频道,P2p://generationnexxxt.com:19806/179f2b9026a9449198a6486cb1bc8481
功夫台,P2p://generationnexxxt.com:19806/85398bbb5112406b95c5780d36d3a173
now新闻台,P2p://generationnexxxt.com:19806/86a69c6de155405ba916819e2634aa74
香港国际财经台,P2p://generationnexxxt.com:19806/bddf0c6b88474142a2cab7219a93af54
黄金翡翠台,P2p://generationnexxxt.com:19806/1444d681fb1b44d4a20ff001c2bb2f7c
PopC(B),P2p://generationnexxxt.com:19806/63cdb28090d949ed824376fab51fdd12
翡翠台(B),P2p://generationnexxxt.com:19806/2c1ef45c2c174f5c8df4d049e1cbccfd
无线新闻台(B),P2p://generationnexxxt.com:19806/132be793de424970abd09ef9fe09db07
now财经台(B),P2p://generationnexxxt.com:19806/415e15f33f8b4b5b95a400a406abd534
TVB娱乐新闻台(B),P2p://generationnexxxt.com:19806/05e767dba8fa48e9ba386ed231c94318
明珠台(B),P2p://generationnexxxt.com:19806/6ea5ab8d22f04024b3fac9bfb2b243aa
香港国际财经台(B),P2p://generationnexxxt.com:19806/b6594fa379204fc5b11ba4bc3fe7d932
TVB星河(B),P2p://generationnexxxt.com:19806/afcbb73766d64754bd8d35fc330aae1c
澳门莲花(B),P2p://generationnexxxt.com:19806/f7ac1f0fdbe64fcc82cee29e0b590242
澳门-MACAU(B),P2p://generationnexxxt.com:19806/a2bbc4a4feec4168804624c67fdea801
黄金翡翠台(B),P2p://generationnexxxt.com:19806/99b70f5afa114465aa463db0cfed6569
ViuTVsix(B),P2p://generationnexxxt.com:19806/ea75ceca822f454bb858845559d5fc55
now新闻台(B),P2p://generationnexxxt.com:19806/b9ba3f0b06b14fe69ac2cbf51c77d816
TVB Plus(B),P2p://147.135.39.171:9906/65fd6048000be8b2a085bc4d061c504d
凤凰中文台(B),P2p://generationnexxxt.com:19806/d897c583969747fc8a362653e01faf4f
凤凰资讯台(B),P2p://generationnexxxt.com:19806/d207c4a98e784d1299a9aa63268f21c6

民视,P2p://generationnexxxt.com:19806/e85920ffa4de4c2cbab08ad68fd1d5ae
台视,P2p://generationnexxxt.com:19806/333435199f804b03aad4410d4674aaeb
Lifetime,P2p://generationnexxxt.com:19806/7d5e25a5a50c47c3b6853d45f9f54d63
中天亚洲台,P2p://generationnexxxt.com:19806/6f522fd08aed4ee19dfb8485917faa66
大爱,P2p://generationnexxxt.com:19806/3a1fb2af7f384a148c57899bb1b50dfb
KLT-靖天国际台,P2p://generationnexxxt.com:19806/924e7a65eec84eddade5f03c3d5ebb37
中视,P2p://generationnexxxt.com:19806/695746eb4c094292a862a53216d54dac
霹雳台湾台,P2p://generationnexxxt.com:19806/0e3ab414dfb34fccb76d20665cd03da4
HGTV居家乐活频道,P2p://generationnexxxt.com:19806/695f8cb90c384faaa0a6253d92e35176
华视,P2p://generationnexxxt.com:19806/2ebe6c2c5cfd454ebdc30acc44e683d7
Love Nature,P2p://generationnexxxt.com:19806/95909f6c10614748a8d824e33bdfaad0
公视,P2p://generationnexxxt.com:19806/345c7e0b5a7545cfacafed5319da0351
美食星球,P2p://generationnexxxt.com:19806/02a89e372e1344d0b74c5b288d4d1cea
亚洲美食频道,P2p://generationnexxxt.com:19806/ac7e749ef27c4f2c8775ecaae5cd2206
好消息,P2p://generationnexxxt.com:19806/4d0ca895f6d94917a6d24019ab13bd5a
亚洲旅游台,P2p://generationnexxxt.com:19806/409459f958a04a5fa3609250df421445
EYE TV旅游台,P2p://generationnexxxt.com:19806/49931b62c0b34671af7cce9d0842ede8
原住民电视台,P2p://generationnexxxt.com:19806/97025f4b61624e4498cf89ac22dc2120
好消息2台,P2p://generationnexxxt.com:19806/75d2c136059342dca8535905bdbd3c19
三立综合台,P2p://generationnexxxt.com:19806/a29710ab6188439f8cfaf83e5268ac06
靖天资讯台,P2p://generationnexxxt.com:19806/f412c238a0594d74a72da81118a27f98
靖天综合台,P2p://generationnexxxt.com:19806/9617767eac9b4ce792a24a442e821b13
靖天育乐台,P2p://generationnexxxt.com:19806/056c144c71cc4b58be94ec2b1bc6409d
中视经典台,P2p://generationnexxxt.com:19806/b0fa86c1552742ffb1e5b79fcc2a9f5e
中视菁采台,P2p://generationnexxxt.com:19806/abf4b02e6c7d408ebc9947ae5b2e11c3
客家电视台,P2p://generationnexxxt.com:19806/12c8600cdaec420b96693e6cf2e37f67
TVBS精采台,P2p://generationnexxxt.com:19806/0af9c12ec2a347b9b626002b0d10f37c
壹电视综合,P2p://generationnexxxt.com:19806/cf21d5f3323f485b81fd561e01ddb505
纬来精采,P2p://generationnexxxt.com:19806/28427e22e6804e4a8ebd65671e789376
ETtoday综合台,P2p://generationnexxxt.com:19806/760bcd80b88c4fefa052bef73e87c234
台视综合台,P2p://generationnexxxt.com:19806/b8121a70de4c4ce1aa94361a1689297a
民视第一台,P2p://generationnexxxt.com:19806/c29c4ad3a69749f4908e9ae4cab91032
民视台湾台,P2p://generationnexxxt.com:19806/38f827cbd65f4fd8af9c173dc13f6cc7
Nice TV靖天欢乐台,P2p://generationnexxxt.com:19806/292ac060fb694ab6bab52a705abd0444
探索频道,P2p://generationnexxxt.com:19806/c7afe2fe39a04c1dada51462430dce8a
八大优频道,P2p://generationnexxxt.com:19806/108382b44b1d4a45ae635297d23a4b61
三立戏剧台,P2p://generationnexxxt.com:19806/3e3919a7f09443d1b07bdea99f22e42f
龙华戏剧,P2p://generationnexxxt.com:19806/b3526dee03424c8090e6d4d5e787c56b
靖天戏剧台,P2p://generationnexxxt.com:19806/08786346511f4fbbbbfe0c4e72ad9409
靖洋戏剧台,P2p://generationnexxxt.com:19806/0089fb08f1b448b99c18ce438a9f7fc5
靖天日本台,P2p://generationnexxxt.com:19806/a3d3573d8c2543bd81a38c0cf885f56d
i-Fun动漫台,P2p://generationnexxxt.com:19806/5e4556e2a12846c5bedb721c6b5ff1c3
TLC旅游生活,P2p://generationnexxxt.com:19806/32000d7eec2049c6b1de2eb8cd3c9348
韩国娱乐台,P2p://generationnexxxt.com:19806/8f28b72b74e64314b3b36973f682d021
达文西频道,P2p://generationnexxxt.com:19806/170c28c8132b4ce183b4fbf61537dcff
动物星球,P2p://generationnexxxt.com:19806/b165132a770741bcac023d15750067d3
ROCK Extreme,P2p://generationnexxxt.com:19806/337165af094e40b48fb6db958ffd1cdc
中视新闻台,P2p://generationnexxxt.com:19806/75f4ea0339f14b62b1df49ede1723daa
寰宇新闻台,P2p://generationnexxxt.com:19806/33c00ed7adda475f9afe8adbd600bd9a
华视新闻,P2p://generationnexxxt.com:19806/ad4759ce4ff244efaa766154165e5d39
CN卡通频道,P2p://generationnexxxt.com:19806/7eb800b1540d4aab9365efc149622aa0
NHK新闻资讯台,P2p://generationnexxxt.com:19806/6dd38f99d9ca484aa3f0a2a50f60ba0f
美亚电影台HD,P2p://generationnexxxt.com:19806/6c34f21c2c634e5db469a2971a6e4ed0
龙华电影,P2p://generationnexxxt.com:19806/40368423d7dc44baaac3fbfc644ee9bf
Smart知识台,P2p://generationnexxxt.com:19806/b90dd56d139b4ef9af62cfa2a07478f8
靖天映画,P2p://generationnexxxt.com:19806/02870872a71c4d2296b35dd02d5a9973
MOMO亲子台,P2p://generationnexxxt.com:19806/e15e61548a2b4ff792b3dd6620be8139
靖天电影台,P2p://generationnexxxt.com:19806/37bdc9a3001d4081a0f0885b317d7221
WARNER TV,P2p://generationnexxxt.com:19806/3565510269ca47e2b0183ec1cdeca375
公视台语台,P2p://generationnexxxt.com:19806/2bc76898bf1043f4b7eb62fa24759e09
amc电影台,P2p://generationnexxxt.com:19806/951cecbe3fd745498d5216c042600ccf
东森幼幼台,P2p://generationnexxxt.com:19806/f426ffd2f2744109aedcfaa04fed3a6e
HBO Family,P2p://generationnexxxt.com:19806/a478d349433544c894aef4e3dc167d64
CatchPlay电影台,P2p://generationnexxxt.com:19806/6c90e32dd9b14d1f9eebb3c57a351d15
CinemaWorld,P2p://generationnexxxt.com:19806/b132ee920a4c47b284c08292e8c215f7
壹电视电影台,P2p://generationnexxxt.com:19806/8ce448f9cbae4feb805286d5b11bcf4d
纬来综合台,P2p://generationnexxxt.com:19806/9ca438ac1af6416087c98ee06bb3e512
采昌影剧台,P2p://generationnexxxt.com:19806/2f739a4b287f479bbd28c962f1eb6367
八大第一台,P2p://generationnexxxt.com:19806/ef3ddf51945a48beabd3f79eeafe8ac0
佛卫慈悲台,P2p://generationnexxxt.com:19806/61d88141c1fe4dccac7b23e365606290
八大综合台,P2p://generationnexxxt.com:19806/5bc105affae344648b1b19d46233e6e6
三立台湾台,P2p://generationnexxxt.com:19806/82c3325594cc42bcb28b18426623428e
三立都会台,P2p://generationnexxxt.com:19806/d246662584364ea6aad39cb2c7767eec
东森综合台,P2p://generationnexxxt.com:19806/96888fe237044e2e97823cc5e215e1a3
超视,P2p://generationnexxxt.com:19806/9cf45ab03b744e3696aeeb3aec844fa9
中天综合台,P2p://generationnexxxt.com:19806/3e0f75883e414bb98765c2eab11991be
中天娱乐台,P2p://generationnexxxt.com:19806/4ec900f6e5c0468db4b5f6743efa6508
东森戏剧台,P2p://generationnexxxt.com:19806/d6863286fa4a40cbbf9f93bd5c1e5733
八大戏剧台,P2p://generationnexxxt.com:19806/a5393bab3516410fb2bd81ea2329f7b3
TVBS欢乐台,P2p://generationnexxxt.com:19806/115a1e134813400abd3e49bad3af517c
纬来戏剧台,P2p://generationnexxxt.com:19806/8a65b7456abb49f0bd564d6741cd4542
高点综合台,P2p://generationnexxxt.com:19806/87ef49531c3c4f70b86874445d32ff0d
CNBC,P2p://generationnexxxt.com:19806/0c7b37b4c3254709945af2916fe4848b
Bloomberg TV,P2p://generationnexxxt.com:19806/b7a11fd04a2f4a44acdab32693edee1e
HITS,P2p://generationnexxxt.com:19806/512347b10e364e9bb4d436f495b1a8be
壹电视新闻台,P2p://generationnexxxt.com:19806/dc5cf9b6bd4a43aa973b9beea88e631b
年代新闻(备),P2p://generationnexxxt.com:19806/00b0fb08552945cbbaf718f9d815ca73
东森新闻台,P2p://generationnexxxt.com:19806/311e31668d704df7ade8a4d5e745d49b
中天新闻台,P2p://generationnexxxt.com:19806/1180a44e6cef425e826c3e798f7f3ea9
民视新闻台,P2p://generationnexxxt.com:19806/96f9b2974a86449f9a6f881b4e23ca03
三立新闻台,P2p://generationnexxxt.com:19806/27c4d09b970a447dae2ef153650b7ac1
TVBS新闻台,P2p://generationnexxxt.com:19806/53f80a10fb054d5ab0649a59980025a9
TVBS,P2p://generationnexxxt.com:19806/5fe15c41a5ed4d5f9262ee28464c45c0
东森财经新闻台,P2p://generationnexxxt.com:19806/5634f613b7f84f81a5c56a6af4311d57
非凡新闻台,P2p://generationnexxxt.com:19806/3d7f2e1d0e04407ba29c656092041b09
MOMO综合台,P2p://generationnexxxt.com:19806/bc7a77f2d1a54242a2b845916fcb726c
东森电影台,P2p://generationnexxxt.com:19806/90fe82037af64fd3bfc08879b08f3e2f
纬来电影台,P2p://generationnexxxt.com:19806/73fb2db46b6c4ec885e3709d9b7a4983
龙祥电影,P2p://generationnexxxt.com:19806/1c325d3c69ec458c852b173bf2e397a9
HBO,P2p://generationnexxxt.com:19806/ccabaebf243e4385a8f39a6abf31f8bb
东森洋片台,P2p://generationnexxxt.com:19806/29384d5c65734485903a3e592c9ef54f
AXN,P2p://generationnexxxt.com:19806/6c01776274094a4191d223378054782b
好莱坞电影台,P2p://generationnexxxt.com:19806/c4810d15af404015859a5fc5059e4716
CINEMAX,P2p://generationnexxxt.com:19806/a7ef892dc3d54789b8a29e5b8b06882e
纬来育乐台,P2p://generationnexxxt.com:19806/5c2e47cfcc864451b73783def36674bb
纬来体育台,P2p://generationnexxxt.com:19806/76e607f5f18c4561b7d5b5915897cc99
ELEVEN体育1台,P2p://generationnexxxt.com:19806/686833968d4b45319a5942827b997e59
JET综合台,P2p://generationnexxxt.com:19806/834c314a8ff844b0a9c3ea729ad8516b
国兴卫视,P2p://generationnexxxt.com:19806/341ef44c383e42aabb387120e1dade1c
Z频道,P2p://generationnexxxt.com:19806/70f52ed474e541f78682604ce0330bf2
Animax,P2p://generationnexxxt.com:19806/7c6f8a583fc24b298779528c07b8c66d
人间卫视,P2p://generationnexxxt.com:19806/6c97041f5da4437597c4f045b19b28c0
尼克儿童频道,P2p://generationnexxxt.com:19806/1d8cc2412f824c3c888a5d91d241910c
八大娱乐台,P2p://generationnexxxt.com:19806/5ca416b9a3564813893dc1033310b6ba
三立iNEWS,P2p://generationnexxxt.com:19806/6ec25b8c951a47cfb921435fb1968c16
龙华偶像,P2p://generationnexxxt.com:19806/a7b822eb3c86487b960d27a273d5e0b6
tvN,P2p://generationnexxxt.com:19806/45cb5d3ff4f842178bd262ac32891a0c
France24,P2p://generationnexxxt.com:19806/cff5534d052046bf8a4d8b2047aaa7c0
非凡商业台,P2p://generationnexxxt.com:19806/75d635caf96142a3807ed6c5f7e6240d
公视3台,P2p://generationnexxxt.com:19806/facf020d07f54fa8aef38a5c8b127758
大爱2台,P2p://generationnexxxt.com:19806/c549d8292cd14ac6a77bf310fba08b65
ELTV生活英语台,P2p://generationnexxxt.com:19806/1a430b38978a4a0698ede6f842b3a265
靖洋卡通Nice Bingo,P2p://generationnexxxt.com:19806/c7d3153e13894863a8d735c907971efd
靖天卡通台,P2p://generationnexxxt.com:19806/f55c325d0f8b4cac938804f090c50b5c
Nick Jr.,P2p://generationnexxxt.com:19806/0fdb4f78ab6f498f88c12ca5a34fffc2
Mezzo Live,P2p://generationnexxxt.com:19806/c87ec7818611487095699a6f5d65e9c4
CLASSICA 古典乐,P2p://generationnexxxt.com:19806/2671749a00774d36bd1afb569bd1edeb
爱尔达体育1台(备),P2p://generationnexxxt.com:19806/a45037ddc0734fe58e4ab3e053d811dc
爱尔达体育2台,P2p://generationnexxxt.com:19806/dc194c3738dd40448246b92172399ccd
TRACE Sport Stars,P2p://generationnexxxt.com:19806/771e966a825d4e7e8280601cb8cc1227
博斯高球,P2p://generationnexxxt.com:19806/10e28a2c31fe4fe8b3975961dec3503e
博斯高球二台,P2p://generationnexxxt.com:19806/65e1b654000ce227c9f3778a2b254b95
博斯网球台,P2p://generationnexxxt.com:19806/3ffce834097d40fa9036d0c469bafefd
博斯魅力网,P2p://generationnexxxt.com:19806/e8db82c6084a4ae2b114ea7c5403b7a2
博斯无限台,P2p://generationnexxxt.com:19806/0df5cdddf4b94ff09c04dfc4f11bcfcf
博斯无限二台,P2p://generationnexxxt.com:19806/6826c724c9c846d1bd63a204a39f106f
博斯运动,P2p://generationnexxxt.com:19806/1939cbb0de3449739f1dd5738bfa99e4
ELEVEN体育2台,P2p://generationnexxxt.com:19806/3efe7901f6354886b0c9fde9e22ebe44
智林体育台,P2p://generationnexxxt.com:19806/2eb49b88b20146879f4c2af756b30118
博斯运动二台,P2p://generationnexxxt.com:19806/9b8a1167e7484391ab3945d2dcb29170
HBO强档巨献,P2p://generationnexxxt.com:19806/7199aae1ab984d4fa9562d1babe7ba06
HBO原创巨献,P2p://generationnexxxt.com:19806/39c393cd52cb4a1b9b51a542f897570e
BBC Earth,P2p://generationnexxxt.com:19806/bfb6de1d865a44c7a78477c6a0eb0b4a
Discovery Asia,P2p://generationnexxxt.com:19806/6d031b7fba864255a10992d86da402ca
Discovery科学频道,P2p://generationnexxxt.com:19806/5eb5ac6d3cf243b69bce16ad8e841668
DMAX,P2p://generationnexxxt.com:19806/9fcdb313900f49c4b0236628fd939870
EVE,P2p://generationnexxxt.com:19806/958f90533a3f4857bd1ea3f6610f45e5
历史频道,P2p://generationnexxxt.com:19806/b43ae6d6c7264673901171201610d68c
罪案侦缉频道,P2p://generationnexxxt.com:19806/33eb3b21b71b469f9a9e0b780c615230
EYE TV戏剧台,P2p://generationnexxxt.com:19806/bffdd8e7cb994d9e80a697632cf0a40f
台视新闻台,P2p://generationnexxxt.com:19806/3e72f4e960264195b41106221611a5a7
寰宇新闻台湾台,P2p://generationnexxxt.com:19806/eca259193814499a8bea04411ffceb1e
台视财经台,P2p://generationnexxxt.com:19806/adf452cad7a246ca8ccc8301f8184c6e
纬来日本,P2p://generationnexxxt.com:19806/f975f456c2124eb78e6afaad3a9db300
爱尔达影剧台,P2p://generationnexxxt.com:19806/d2fc333d45044f419b16748a28ac19c5
民视(备),P2p://generationnexxxt.com:19806/710b3fa51d9746d982e51411e5a49400
三立台湾台(备),P2p://generationnexxxt.com:19806/82fb76c0b7d7487cb42604a970c4d2da
